file,line,tags,risky_index_mixed,text
src/server.py,7296,close_only,,"rows = db.execute(""""""SELECT date, close FROM index_daily_kline"
src/server.py,7398,close_only,,"rows = db.execute(""""""SELECT date, close FROM index_daily_kline"
src/server.py,7549,close_only,,"rows = db.execute(""""""SELECT date, stage, days_in_stage, structure_support, invalid_level, action, close"
src/analysis/financial.py,135,close_only|from_dk,,kline_row = db.execute('''SELECT close FROM daily_kline
src/analysis/financial.py,325,from_dk,,AND k.date = (SELECT MAX(date) FROM daily_kline WHERE stock_code=sw.stock_code)
src/analysis/financial.py,388,close_only|from_dk,,k_row = db.execute('''SELECT close FROM daily_kline
src/analytics/mw_backtest.py,44,close_only,,"SELECT date, close FROM index_daily_kline"
src/analytics/mw_backtest.py,515,close_only|from_dk,,"row = db.execute(""SELECT close FROM daily_kline WHERE stock_code=? AND date=?"","
src/cockpit/briefing.py,170,close_only|from_dk,,"""SELECT close FROM daily_kline WHERE stock_code=? ORDER BY date DESC LIMIT 1"","
src/cockpit/briefing.py,292,close_only,,"""SELECT close FROM index_daily_kline WHERE index_code='000985' ORDER BY date DESC LIMIT 20"""
src/cockpit/briefing.py,316,OHLC4|close_only|from_dk,,"""SELECT open, high, low, close FROM daily_kline WHERE stock_code=? AND date=?"","
src/cockpit/briefing.py,324,close_only|from_dk,,"""SELECT close FROM daily_kline WHERE stock_code=? ORDER BY date DESC LIMIT 1"","
src/cockpit/briefing.py,335,from_dk,,"""SELECT low FROM daily_kline WHERE stock_code=? AND date=?"","
src/cockpit/briefing.py,347,close_only|from_dk,,"""SELECT close FROM daily_kline WHERE stock_code=? ORDER BY date DESC LIMIT 10"","
src/cockpit/market_cap_snapshot.py,68,from_dk,,FROM daily_kline
src/cockpit/oneil_deep.py,160,close_only,,"idx_k = db.execute(""SELECT close FROM index_daily_kline WHERE stock_code='000985' ORDER BY date DESC LIMIT 250"").fetchall()"
src/cockpit/oneil_deep.py,178,close_only,,"rows = db.execute(f""SELECT date, close FROM index_daily_kline WHERE stock_code='{ic}' ORDER BY date DESC LIMIT 10"").fetchall()"
src/cockpit/pipeline.py,337,close_only,,"SELECT stock_code, date, close, change_pct, volume, amount"
src/cockpit/pipeline.py,650,close_only|from_dk,,"""SELECT close FROM daily_kline WHERE stock_code=? AND date=?"","
src/cockpit/pipeline.py,657,close_only|from_dk,,"""SELECT close FROM daily_kline WHERE stock_code=? ORDER BY date DESC LIMIT 1"","
src/data/lixr_api/api_stock_minute.py,81,OHLC4,,"DataFrame，列: date, time, open, high, low, close, volume, amount"
src/data/lixr_api/api_stock_minute.py,90,OHLC4,,"""date,time,code,open,high,low,close,volume,amount,adjustflag"","
src/data/lixr_api/api_stock_minute.py,100,OHLC4,,"""date,time,code,open,high,low,close,volume,amount,adjustflag"","
src/data/lixr_api/api_stock_minute.py,144,from_var,Y,"f""SELECT MAX(date) FROM {table} WHERE stock_code=?"", (code,)"
src/data/lixr_api/api_stock_minute.py,168,OHLC4,,"f""INSERT OR IGNORE INTO {table} (stock_code, date, time, open, high, low, close, volume, amount) """
src/data/lixr_api/api_stock_minute.py,202,OHLC4|close_only|from_var,Y,"sql = f""SELECT date, time, open, high, low, close, volume, amount FROM {table} WHERE stock_code = ?"""
src/detectors/index_ad.py,14,OHLC4,,"- pool_klines: {code: [{date, open, high, low, close, amount}]}"
src/detectors/stock_rs.py,7,adj_col,,RS线: adj_close / 中证全指(000985).close
src/detectors/stock_rs.py,9,adj_col,,"数据源: daily_kline.adj_close, 中证全指 index_daily_kline"
src/detectors/stock_rs.py,23,adj_col,,"adj_close REAL,"
src/detectors/stock_rs.py,46,adj_col,,优先使用 adj_close（前复权），若无则降级到 close。
src/detectors/stock_rs.py,53,close_only,,"bench = db.execute('''SELECT date, close FROM index_daily_kline"
src/detectors/stock_rs.py,75,adj_col|close_only,,"rows = db.execute(f'''SELECT stock_code, date, raw_close AS close, close AS adj_close, amount"
src/detectors/stock_rs.py,106,adj_col,,adj_close = kl[as_of_idx]['adj_close']
src/detectors/stock_rs.py,110,adj_col,,if not adj_close or adj_close <= 0:
src/detectors/stock_rs.py,117,adj_col,,past_adj = kl[idx_20]['adj_close']
src/detectors/stock_rs.py,119,adj_col,,ret_20 = (adj_close / past_adj - 1) * 100
src/detectors/stock_rs.py,125,adj_col,,past_adj = kl[idx_250]['adj_close']
src/detectors/stock_rs.py,127,adj_col,,ret_250 = (adj_close / past_adj - 1) * 100
src/detectors/stock_rs.py,133,adj_col,,rs_line = adj_close / bench_close
src/detectors/stock_rs.py,135,adj_col,,"results.append((code, actual_date, round(close_val, 2), round(adj_close, 2),"
src/detectors/stock_rs.py,188,adj_col,,"code, date, close, adj_close, ret_20, ret_250, rs_line, amount, rps_250, rps_20 = r"
src/detectors/stock_rs.py,189,adj_col,,"rows.append((code, date, close, adj_close,"
src/detectors/stock_rs.py,194,adj_col,,"(stock_code, date, close, adj_close, ret_20, ret_250, rps_20, rps_250, rs_line, amount, updated_at)"
src/detectors/stock_rs.py,211,adj_col,,"code, date, close, adj_close, ret_20, ret_250, rs_line, amount, rps_250, rps_20 = r"
src/discipline/index_screener.py,163,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/discipline/monitoring.py,44,close_only,,"row = db.execute(""SELECT close FROM index_daily_kline WHERE stock_code = ? ORDER BY date DESC LIMIT 1"", (code,)).fetchone()"
src/discipline/monitoring.py,46,close_only|from_dk,,"row = db.execute(""SELECT close FROM daily_kline WHERE stock_code = ? ORDER BY date DESC LIMIT 1"", (code,)).fetchone()"
src/discipline/monitoring.py,48,close_only|from_dk,,"row = db.execute(""SELECT close FROM daily_kline WHERE stock_code = ? ORDER BY date DESC LIMIT 1"", (code,)).fetchone()"
src/discipline/monitoring.py,50,close_only,,"row = db.execute(""SELECT close FROM index_daily_kline WHERE stock_code = ? ORDER BY date DESC LIMIT 1"", (code,)).fetchone()"
src/discipline/monitoring.py,187,from_dk,,SELECT volume FROM daily_kline WHERE stock_code = ? ORDER BY date DESC LIMIT 25
src/discipline/screener.py,266,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/discipline/screener.py,271,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/discipline/trades_api.py,268,close_only,,"SELECT date, close FROM index_daily_kline"
src/discipline/trades_api.py,1564,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount, change AS change_pct"
src/discipline/trades_api.py,1570,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount, change_pct"
src/discipline/trades_api.py,1575,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount, change_pct"
src/discipline/trades_api.py,1581,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount, change AS change_pct"
src/scanners/base_breakout.py,264,OHLC4|close_only|from_var,Y,"SELECT date, open, high, low, close, volume FROM {table}"
src/scanners/base_breakout_v2.py,231,OHLC4|close_only|from_var,Y,"SELECT date, open, high, low, close, volume, amount FROM {table}"
src/scanners/base_detector.py,184,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/scanners/box_breakout.py,78,ensure_adj,,def _adj_prices(daily: List[Dict]) -> List[Dict]:
src/scanners/box_breakout.py,79,adj_col|ensure_adj,,"""""""前复权：change_pct 逆向推算 adj_close，OHLC 等比缩放（与 server._ensure_adj_prices 一致）"""""""
src/scanners/box_breakout.py,83,adj_col,,daily[n-1]['adj_close'] = daily[n-1]['close']
src/scanners/box_breakout.py,86,adj_col,,daily[i]['adj_close'] = daily[i+1]['adj_close'] / (1 + chg) if chg is not None else daily[i+1]['adj_close']
src/scanners/box_breakout.py,88,adj_col,,ratio = k['adj_close'] / k['close'] if k['close'] else 1
src/scanners/box_breakout.py,92,adj_col,,k['close'] = k['adj_close']
src/scanners/breakout_failure.py,522,OHLC4|close_only|from_var,Y,"SELECT date, open, high, low, close, volume FROM {table}"
src/scanners/canslim_score.py,397,close_only,,"krows = db.execute(""SELECT date, close FROM sw_index_kline WHERE stock_code=? AND date<=? ORDER BY date DESC LIMIT 25"", (m['indust"
src/scanners/canslim_score.py,423,close_only,,"idx_rows = db.execute(""""""SELECT close FROM index_daily_kline"
src/scanners/cdl_engine.py,49,OHLC4,,"klines: list of dicts with [date, open, high, low, close, volume]"
src/scanners/cdl_engine.py,115,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/scanners/chanlun.py,1027,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount"
src/scanners/chanlun.py,1028,from_var,Y,FROM {table}
src/scanners/chanlun.py,1035,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount"
src/scanners/chanlun.py,1036,from_var,Y,FROM {table}
src/scanners/chanlun.py,1071,OHLC4,,"df: 日线 DataFrame（含 date, open, high, low, close, volume, amount）"
src/scanners/chanlun.py,1190,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount, {chg_col} as change"
src/scanners/chanlun.py,1191,from_var,Y,FROM {table}
src/scanners/chanlun_backtest_compare.py,124,close_only,,SELECT close FROM index_daily_kline
src/scanners/chanlun_scan.py,198,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount"
src/scanners/climax_top.py,129,close_only,,"pp = conn.execute(""""""SELECT signal_date, close FROM pocket_pivot_signals"
src/scanners/cpa_stage.py,239,adj_col,,"date, close(真实), adj_close, low_adj, high_adj, open_adj, volume, amount"
src/scanners/cpa_stage.py,240,adj_col,,复权因子 = adj_close / close（当日统一比例）
src/scanners/cpa_stage.py,244,adj_col,,"raw_close AS close, close AS adj_close, volume, amount"
src/scanners/cpa_stage.py,249,adj_col,,"c, a = r['close'], r['adj_close']"
src/scanners/cpa_stage.py,254,adj_col,,"'adj_close': a if a else c,"
src/scanners/cpa_stage.py,340,adj_col,,closes = [k['adj_close'] for k in kl]
src/scanners/cpa_stage.py,477,adj_col,,"o, h, l, cl = k.get('open_adj'), k.get('high_adj'), k.get('low_adj'), k.get('adj_close')"
src/scanners/cpa_stage.py,491,adj_col,,"po, ph2, pl2, pc = pk.get('open_adj'), pk.get('high_adj'), pk.get('low_adj'), pk.get('adj_close')"
src/scanners/cpa_stage.py,529,adj_col,,"seg = [kl[j]['adj_close'] for j in range(s, L + 1) if kl[j]['adj_close']]"
src/scanners/cpa_stage.py,530,adj_col,,if not seg or kl[L]['adj_close'] != min(seg):
src/scanners/cpa_stage.py,536,adj_col,,low = kl[L]['adj_close']
src/scanners/cpa_stage.py,671,adj_col,,base_close = kl[prior_gain_start_idx].get('adj_close')   # 复权口径统一（PRD §2）
src/scanners/cpa_stage.py,699,adj_col,,base_c = kl[start_idx].get('adj_close')   # 复权口径统一（PRD §2）
src/scanners/cpa_stage.py,723,adj_col,,base = kl[wi].get('adj_close')   # 复权口径统一（PRD §2）
src/scanners/cpa_stage.py,1195,from_dk,,"q = """"""SELECT stock_code, COUNT(*) n FROM daily_kline"
src/scanners/cpa_stage.py,1199,from_dk,,"q = """"""SELECT stock_code, COUNT(*) n FROM daily_kline"
src/scanners/distribution_day.py,292,OHLC4|close_only,,"klines = conn.execute(""""""SELECT date, open, high, low, close, volume FROM index_daily_kline"
src/scanners/index_capital_flow.py,83,OHLC4|close_only,,"SELECT stock_code, date, open, high, low, close, volume, amount, change"
src/scanners/index_rs.py,76,OHLC4|close_only,,"SELECT stock_code, date, open, high, low, close, volume"
src/scanners/market_health.py,166,close_only,,"SELECT date, close,"
src/scanners/market_health.py,258,close_only,,"SELECT date, stock_code, close,"
src/scanners/market_health.py,284,close_only,,"SELECT date, stock_code, close, volume,"
src/scanners/market_health.py,304,close_only,,"SELECT stock_code, close, change_pct, volume, amount, vol_ma50, amt_ma50,"
src/scanners/market_health.py,307,close_only,,"SELECT date, stock_code, close, change_pct, volume, amount,"
src/scanners/market_health.py,403,close_only,,SELECT close FROM index_daily_kline
src/scanners/market_health.py,530,close_only,,"SELECT close,"
src/scanners/market_health.py,732,close_only,,"SELECT stock_code, date, close"
src/scanners/market_health.py,849,close_only,,"SELECT stock_code, date, close"
src/scanners/market_sell_score.py,108,close_only,,"SELECT date, is_distribution, distribution_type, index_code, close FROM distribution_days_detail"
src/scanners/market_sell_score.py,126,close_only,,SELECT close FROM index_daily_kline
src/scanners/market_sell_score.py,350,close_only,,"SELECT date, close, change FROM index_daily_kline"
src/scanners/market_sell_score.py,397,close_only,,"SELECT date, close FROM index_daily_kline"
src/scanners/market_sell_score.py,500,close_only,,"SELECT date, close, volume, change FROM index_daily_kline"
src/scanners/pattern_structure.py,57,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount"
src/scanners/pocket_pivot_v2.py,35,close_only,,"SELECT date, close, volume FROM index_daily_kline"
src/scanners/pocket_pivot_v2.py,51,OHLC4|close_only,,"SELECT stock_code, date, open, high, low, close, volume, amount"
src/scanners/recommend.py,260,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/scanners/red_dividend_metrics.py,42,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount FROM index_daily_kline"
src/scanners/saucer_base.py,918,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/scanners/saucer_base.py,983,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/scanners/stock_rs.py,67,adj_col,,"SELECT stock_code, date, close as adj_close, amount"
src/scanners/stock_rs.py,75,close_only,,"SELECT date, close"
src/scanners/stock_rs.py,92,adj_col,,"[(r[""stock_code""], r[""date""], float(r[""adj_close""] or 0), float(r[""amount""] or 0)) for r in kline_rows],"
src/scanners/stock_rs.py,93,adj_col,,"schema=[""stock_code"", ""date"", ""adj_close"", ""amount""],"
src/scanners/stock_rs.py,126,adj_col,,"result_df: Polars DataFrame (stock_code, date, adj_close, amount,"
src/scanners/stock_rs.py,171,adj_col,,"(pl.col(""adj_close"") / pl.col(""adj_close"").shift(n).over(""stock_code"") - 1)"
src/scanners/stock_rs.py,210,adj_col,,"(pl.col(""adj_close"") / pl.col(""_idx_close"")).alias(""rs_line_raw"")"
src/scanners/stock_rs.py,305,adj_col,,"row['adj_close'], row['adj_close'],"
src/scanners/stock_rs.py,312,adj_col,,"(stock_code, date, close, adj_close, ret_20, ret_60, ret_120, ret_250,"
src/scanners/talib_engine.py,33,OHLC4,,"klines: list of dicts with [date, open, high, low, close, volume]"
src/scanners/talib_engine.py,267,OHLC4|close_only,,"SELECT date, open, high, low, close, volume"
src/scanners/top_pattern.py,728,OHLC4,,"daily: 日线数据列表，每项含 date, open, high, low, close, volume"
src/scanners/volume_stall.py,189,close_only,,"SELECT date, open, close, high, low, volume, amount, change_pct"
src/scanners/watchlist_report.py,87,OHLC4|close_only,,"SELECT date, open, high, low, close, volume, amount, change_pct"
src/scanners/watchlist_report.py,245,close_only,,"rows = db.execute(""""""SELECT close FROM index_daily_kline WHERE stock_code=?"
src/scripts/download_minute_kline.py,75,from_var,Y,"row = conn.execute(f""SELECT MAX(date) FROM {table} WHERE stock_code=?"", (code,)).fetchone()"
src/scripts/download_minute_kline.py,90,OHLC4,,"f""INSERT OR IGNORE INTO {table} (stock_code, date, time, open, high, low, close, volume, amount) """
scripts/analyze_mw_b1.py,99,OHLC4|adj_col|close_only,,"SELECT stock_code, date, open, high, low, close, volume, amount, adj_close"
scripts/analyze_mw_b1.py,100,from_dk,,FROM daily_kline
scripts/analyze_mw_b1.py,109,adj_col,,"'amount': r['amount'], 'adj_close': r['adj_close'],"
scripts/analyze_mw_tech_factors.py,55,OHLC4|adj_col|close_only,,"SELECT stock_code, date, open, high, low, close, volume, amount, turnover_rate, adj_close"
scripts/analyze_mw_tech_factors.py,56,from_dk,,FROM daily_kline WHERE date >= '2023-06-01' AND date <= '2026-06-22'
scripts/analyze_mw_tech_factors.py,66,adj_col,,"'adj_close': r['adj_close'],"
scripts/analyze_mw_tech_factors.py,101,adj_col,,"closes = np.array([k['adj_close'] for k in kls[max(0,idx-260):idx+1]], dtype=np.float64)"
scripts/analyze_plus_delayed.py,37,close_only|from_dk,,"SELECT stock_code, date, open, close FROM daily_kline"
scripts/analyze_plus_delayed.py,52,from_dk,,SELECT DISTINCT stock_code FROM daily_kline WHERE date >= ?
scripts/analyze_pp_vol_breakout.py,16,close_only,,"SELECT stock_code, date, close FROM pocket_pivot_daily"
scripts/analyze_pp_vol_breakout.py,46,close_only|from_dk,,"SELECT date, amount, close FROM daily_kline"
scripts/append_plus_to_report.py,26,close_only|from_dk,,"rows = db.execute(""SELECT date, open, close FROM daily_kline WHERE stock_code=? AND date >= '2023-01-01' AND date <= '2026-07-31' "
scripts/audit_adj_integrity.py,6,adj_col,,daily_kline.adj_close 在 2019-2026 全市场等于 close（fac 恒 1.0），2026-05-08 起全市场 NULL。
scripts/audit_adj_integrity.py,8,ensure_adj,,正确做法 = server._ensure_adj_prices：用 change_pct 从最新日反推前复权。
scripts/audit_adj_integrity.py,11,adj_col,,P1 adj_close 列健康度（按年）
scripts/audit_adj_integrity.py,60,adj_col,,# ─────────── P1 adj_close 健康度 ───────────
scripts/audit_adj_integrity.py,61,adj_col,,"print('P1 adj_close 健康度 ...', flush=True)"
scripts/audit_adj_integrity.py,65,adj_col,,"SUM(CASE WHEN adj_close IS NULL THEN 1 ELSE 0 END) nul,"
scripts/audit_adj_integrity.py,66,adj_col,,SUM(CASE WHEN adj_close IS NOT NULL AND close>0 AND abs(adj_close/close-1)>0.001 THEN 1 ELSE 0 END) diff
scripts/audit_adj_integrity.py,67,from_dk,,"FROM daily_kline GROUP BY y ORDER BY y""""""):"
scripts/audit_adj_integrity.py,70,adj_col|from_dk,,"r = conn.execute(""SELECT MIN(date) a, MAX(date) b, COUNT(DISTINCT date) n FROM daily_kline WHERE adj_close IS NULL"").fetchone()"
scripts/audit_adj_integrity.py,72,adj_col|from_dk,,"r = conn.execute(""SELECT COUNT(*) n FROM daily_kline WHERE date=(SELECT MAX(date) FROM daily_kline) AND adj_close IS NOT NULL"").fe"
scripts/audit_adj_integrity.py,80,close_only|from_dk,,"cur = conn.execute(""SELECT stock_code, date, close, change_pct FROM daily_kline """
scripts/audit_adj_integrity.py,139,close_only|from_dk,,"""SELECT date, close, change_pct, high, low FROM daily_kline WHERE stock_code=? ORDER BY date"", (code,)).fetchall()"
scripts/audit_adj_integrity.py,227,adj_col,,L.append('结论先行：`daily_kline.adj_close` 列**自 2019-01-01 起全市场失效**（值恒等于 `close`），')
scripts/audit_adj_integrity.py,232,adj_col,,L.append('## P1 `adj_close` 列健康度（全市场，按年）\n')
scripts/audit_adj_integrity.py,239,adj_col,,L.append('NULL 区间：%s ~ %s（%d 个交易日）｜最新交易日 adj_close 非空行数：**%d**\n' % (
scripts/audit_close_integrity.py,17,close_only,,"SELECT stock_code, date, close, change_pct,"
scripts/audit_close_integrity.py,20,from_dk,,FROM daily_kline
scripts/audit_close_integrity.py,49,close_only,,"SELECT stock_code, date, close, change_pct,"
scripts/audit_close_integrity.py,51,from_dk,,FROM daily_kline WHERE close > 0
scripts/audit_close_integrity.py,70,close_only,,"SELECT stock_code, date, close, change_pct,"
scripts/audit_close_integrity.py,72,from_dk,,FROM daily_kline WHERE close > 0
scripts/audit_cpa_bi_quality.py,146,adj_col|close_only|from_dk,,"""SELECT date, high, low, close, adj_close FROM daily_kline WHERE stock_code=? AND date>=? ORDER BY date"","
scripts/audit_cpa_bi_quality.py,165,adj_col,,if kr['close'] and kr['adj_close'] and kr['close'] > 0:
scripts/audit_cpa_bi_quality.py,166,adj_col,,fac = kr['adj_close'] / kr['close']
scripts/audit_cpa_bi_quality.py,183,adj_col|close_only|from_dk,,"""SELECT date, close, adj_close FROM daily_kline WHERE stock_code=? AND date>=? ORDER BY date"","
scripts/audit_cpa_bi_quality.py,189,adj_col,,if r['close'] and r['adj_close'] and r['close'] > 0:
scripts/audit_cpa_bi_quality.py,190,adj_col,,facmap[r['date']] = r['adj_close'] / r['close']
scripts/audit_cpa_bi_quality.py,265,adj_col,,lines.append('| 笔端点日 adj_close != close（有复权因子） | %d |' % b_stat['adj_altered'])
scripts/audit_cpa_bi_quality.py,274,OHLC4,,"lines.append('背景：`chanlun.py` 从 `daily_kline` 读**未复权** OHLC 画笔（`SELECT date, open, high, low, close ...`），')"
scripts/audit_cpa_bi_quality.py,275,adj_col,,lines.append('而 CPA 阶段判据用 `adj_close/high_adj/low_adj`（复权）。')
scripts/audit_cpa_ftd.py,32,adj_col,,"seg = [kl[j]['adj_close'] for j in range(s, L + 1) if kl[j]['adj_close']]"
scripts/audit_cpa_ftd.py,33,adj_col,,if not seg or kl[L]['adj_close'] != min(seg):
